iter	Passed	Remaining
1086	17314	14542
1087	17335	14530
1088	17353	14516
1089	17369	14501
1090	17385	14485
1091	17398	14467
1092	17412	14449
1093	17427	14432
1094	17443	14416
1095	17460	14401
1096	17477	14386
1097	17496	14372
1098	17515	14359
1099	17530	14343
1100	17550	14330
1101	17567	14315
1102	17587	14302
1103	17605	14288
1104	17626	14276
1105	17645	14263
1106	17662	14247
1107	17679	14232
1108	17694	14216
1109	17709	14199
1110	17723	14181
1111	17737	14164
1112	17752	14147
1113	17767	14130
1114	17780	14112
1115	17796	14096
1116	17813	14081
1117	17831	14067
1118	17848	14052
1119	17865	14037
1120	17882	14022
1121	17901	14008
1122	17917	13992
1123	17931	13975
1124	17947	13959
1125	17962	13942
1126	17979	13927
1127	17995	13911
1128	18011	13895
1129	18029	13881
1130	18047	13866
1131	18063	13850
1132	18078	13834
1133	18092	13816
1134	18106	13799
1135	18125	13785
1136	18142	13770
1137	18160	13755
1138	18177	13740
1139	18191	13723
1140	18206	13706
1141	18222	13690
1142	18241	13676
1143	18259	13662
1144	18279	13649
1145	18301	13638
1146	18322	13626
1147	18346	13616
1148	18367	13604
1149	18388	13591
1150	18410	13579
1151	18433	13569
1152	18451	13554
1153	18469	13540
1154	18485	13523
1155	18501	13507
1156	18520	13493
1157	18537	13478
1158	18553	13462
1159	18572	13449
1160	18593	13436
1161	18610	13421
1162	18631	13409
1163	18652	13396
1164	18677	13387
1165	18697	13373
1166	18716	13360
1167	18740	13349
1168	18765	13339
1169	18793	13332
1170	18816	13320
1171	18840	13310
1172	18855	13293
1173	18874	13279
1174	18896	13267
1175	18912	13251
1176	18935	13240
1177	18957	13228
1178	18977	13214
1179	18998	13202
1180	19019	13189
1181	19035	13173
1182	19051	13157
1183	19075	13146
1184	19098	13135
1185	19121	13123
1186	19144	13112
1187	19167	13100
1188	19192	13090
1189	19215	13079
1190	19242	13070
1191	19266	13059
1192	19286	13046
1193	19306	13032
1194	19327	13020
1195	19346	13005
1196	19361	12988
1197	19379	12973
1198	19396	12957
1199	19414	12942
1200	19432	12928
1201	19449	12912
1202	19471	12899
1203	19493	12887
1204	19517	12876
1205	19539	12864
1206	19559	12850
1207	19578	12836
1208	19598	12822
1209	19616	12807
1210	19633	12791
1211	19650	12775
1212	19669	12761
1213	19685	12745
1214	19700	12728
1215	19714	12710
1216	19727	12692
1217	19742	12675
1218	19756	12657
1219	19770	12640
1220	19783	12621
1221	19796	12603
1222	19811	12586
1223	19825	12569
1224	19839	12551
1225	19852	12533
1226	19864	12514
1227	19876	12495
1228	19888	12477
1229	19901	12458
1230	19918	12443
1231	19935	12427
1232	19954	12412
1233	19972	12397
1234	19989	12382
1235	20009	12368
1236	20029	12354
1237	20047	12339
1238	20069	12326
1239	20087	12311
1240	20101	12294
1241	20118	12278
1242	20135	12262
1243	20154	12248
1244	20172	12233
1245	20189	12217
1246	20211	12204
1247	20229	12189
1248	20249	12175
1249	20270	12162
1250	20289	12147
1251	20311	12135
1252	20332	12121
1253	20355	12109
1254	20380	12098
1255	20400	12084
1256	20419	12069
1257	20438	12055
1258	20456	12039
1259	20477	12026
1260	20497	12012
1261	20519	11999
1262	20541	11986
1263	20562	11972
1264	20581	11958
1265	20603	11945
1266	20625	11932
1267	20642	11916
1268	20664	11903
1269	20689	11892
1270	20708	11877
1271	20726	11862
1272	20743	11846
1273	20765	11833
1274	20788	11820
1275	20813	11809
1276	20840	11799
1277	20866	11788
1278	20891	11777
1279	20917	11766
1280	20935	11750
1281	20950	11733
1282	20963	11715
1283	20977	11697
1284	20991	11680
1285	21006	11662
1286	21019	11645
1287	21033	11627
1288	21048	11609
1289	21065	11593
1290	21082	11578
1291	21100	11562
1292	21118	11547
1293	21137	11532
1294	21157	11518
1295	21177	11503
1296	21196	11488
1297	21215	11473
1298	21233	11458
1299	21253	11444
1300	21271	11428
1301	21289	11413
1302	21309	11398
1303	21326	11382
1304	21345	11367
1305	21363	11352
1306	21382	11337
1307	21401	11322
1308	21418	11306
1309	21439	11292
1310	21460	11278
1311	21482	11264
1312	21501	11250
1313	21517	11233
1314	21532	11216
1315	21546	11198
1316	21559	11180
1317	21574	11163
1318	21588	11146
1319	21603	11128
1320	21616	11111
1321	21631	11093
1322	21646	11076
1323	21659	11058
1324	21673	11041
1325	21687	11023
1326	21702	11006
1327	21716	10989
1328	21731	10971
1329	21744	10953
1330	21756	10935
1331	21769	10917
1332	21781	10898
1333	21794	10880
1334	21808	10863
1335	21825	10847
1336	21847	10833
1337	21866	10818
1338	21884	10803
1339	21902	10787
1340	21922	10773
1341	21939	10757
1342	21958	10741
1343	21976	10726
1344	21994	10710
1345	22013	10696
1346	22032	10680
1347	22051	10665
1348	22069	10650
1349	22090	10636
1350	22116	10624
1351	22138	10610
1352	22157	10595
1353	22174	10579
1354	22193	10564
1355	22209	10547
1356	22226	10531
1357	22243	10515
1358	22261	10500
1359	22279	10484
1360	22295	10468
1361	22313	10452
1362	22330	10436
1363	22349	10421
1364	22369	10406
1365	22392	10392
1366	22416	10380
1367	22440	10367
1368	22462	10353
1369	22487	10340
1370	22511	10327
1371	22530	10312
1372	22549	10297
1373	22572	10284
1374	22592	10269
1375	22613	10254
1376	22632	10239
1377	22648	10223
1378	22669	10208
1379	22690	10194
1380	22709	10178
1381	22731	10164
1382	22750	10149
1383	22772	10135
1384	22792	10120
1385	22809	10104
1386	22828	10089
1387	22847	10074
1388	22866	10058
1389	22885	10043
1390	22915	10032
1391	22929	10015
1392	22943	9997
1393	22957	9979
1394	22973	9963
1395	22991	9947
1396	23010	9932
1397	23031	9917
1398	23051	9902
1399	23068	9886
1400	23086	9870
1401	23103	9854
1402	23120	9838
1403	23137	9821
1404	23156	9806
1405	23179	9792
1406	23200	9778
1407	23224	9764
1408	23243	9749
1409	23267	9735
1410	23293	9723
1411	23325	9713
1412	23350	9700
1413	23368	9684
1414	23382	9667
1415	23398	9650
1416	23415	9633
1417	23428	9615
1418	23445	9599
1419	23461	9582
1420	23477	9566
1421	23499	9551
1422	23520	9537
1423	23543	9523
1424	23566	9509
1425	23585	9493
1426	23602	9477
1427	23619	9460
1428	23634	9444
1429	23650	9426
1430	23667	9410
1431	23681	9393
1432	23697	9376
1433	23715	9360
1434	23733	9344
1435	23750	9328
1436	23768	9312
1437	23785	9295
1438	23802	9279
1439	23818	9262
1440	23833	9245
1441	23850	9229
1442	23866	9212
1443	23884	9196
1444	23902	9180
1445	23916	9163
1446	23934	9146
1447	23951	9130
1448	23969	9114
1449	23986	9098
1450	24002	9081
1451	24018	9065
1452	24033	9047
1453	24052	9031
1454	24071	9016
1455	24089	9000
1456	24108	8984
1457	24131	8970
1458	24152	8955
1459	24173	8940
1460	24194	8925
1461	24215	8911
1462	24236	8896
1463	24254	8879
1464	24272	8863
1465	24290	8847
1466	24312	8833
1467	24332	8818
1468	24353	8802
1469	24377	8789
1470	24398	8774
1471	24424	8761
1472	24448	8746
1473	24472	8733
1474	24497	8719
1475	24518	8704
1476	24540	8689
1477	24562	8675
1478	24583	8659
1479	24606	8645
1480	24627	8630
1481	24644	8613
1482	24663	8598
1483	24685	8583
1484	24705	8568
1485	24728	8553
1486	24752	8539
1487	24774	8524
1488	24797	8510
1489	24822	8496
1490	24847	8482
1491	24871	8468
1492	24893	8453
1493	24919	8439
1494	24934	8422
1495	24948	8405
1496	24965	8388
1497	24982	8371
1498	24997	8354
1499	25011	8337
1500	25024	8319
1501	25040	8302
1502	25057	8285
1503	25075	8269
1504	25096	8254
1505	25115	8238
1506	25134	8222
1507	25150	8205
1508	25164	8188
1509	25178	8170
1510	25191	8152
1511	25206	8135
1512	25223	8118
1513	25241	8102
1514	25257	8085
1515	25275	8069
1516	25293	8053
1517	25309	8036
1518	25324	8019
1519	25339	8002
1520	25353	7984
1521	25366	7966
1522	25380	7948
1523	25393	7931
1524	25406	7913
1525	25421	7896
1526	25435	7878
1527	25450	7861
1528	25465	7844
1529	25481	7827
1530	25499	7811
1531	25514	7794
1532	25531	7777
1533	25548	7761
1534	25567	7745
1535	25585	7728
1536	25609	7714
1537	25633	7700
1538	25655	7684
1539	25672	7668
1540	25691	7652
1541	25713	7637
1542	25733	7621
1543	25756	7606
1544	25775	7590
1545	25791	7573
1546	25804	7556
1547	25817	7538
1548	25829	7520
1549	25840	7502
1550	25852	7484
1551	25864	7466
1552	25877	7448
1553	25892	7431
1554	25905	7413
1555	25919	7396
1556	25934	7379
1557	25948	7361
1558	25964	7344
1559	25981	7328
1560	26001	7312
1561	26020	7296
1562	26039	7280
1563	26062	7265
1564	26082	7249
1565	26101	7233
1566	26120	7217
1567	26138	7201
1568	26156	7185
1569	26172	7168
1570	26186	7150
1571	26199	7133
1572	26213	7115
1573	26227	7098
1574	26405	7125
1575	26626	7163
1576	26738	7172
1577	26788	7164
1578	26840	7156
1579	26906	7152
1580	26961	7145
1581	27016	7138
1582	27069	7130
1583	27128	7124
1584	27187	7118
1585	27234	7109
1586	27285	7100
1587	27343	7094
1588	27402	7087
1589	27456	7080
1590	27515	7073
1591	27567	7065
1592	27623	7057
1593	27674	7048
1594	27727	7040
1595	27780	7032
1596	27852	7028
1597	27980	7038
1598	28005	7023
1599	28020	7005
1600	28032	6986
1601	28045	6967
1602	28057	6948
1603	28069	6929
1604	28082	6911
1605	28094	6892
1606	28107	6873
1607	28118	6854
1608	28130	6835
1609	28142	6817
1610	28154	6798
1611	28165	6779
1612	28178	6760
1613	28189	6741
1614	28203	6723
1615	28215	6704
1616	28227	6685
1617	28240	6667
1618	28252	6648
1619	28265	6630
1620	28277	6611
1621	28290	6592
1622	28302	6574
1623	28312	6555
1624	28324	6536
1625	28336	6517
1626	28347	6498
1627	28358	6480
1628	28372	6461
1629	28384	6443
1630	28397	6424
1631	28408	6405
1632	28420	6387
1633	28432	6368
1634	28442	6349
1635	28454	6330
1636	28467	6312
1637	28479	6293
1638	28491	6275
1639	28502	6256
1640	28515	6238
1641	28527	6219
1642	28538	6200
1643	28550	6182
1644	28562	6163
1645	28574	6145
1646	28585	6126
1647	28596	6108
1648	28607	6089
1649	28618	6070
1650	28630	6052
1651	28641	6033
1652	28652	6014
1653	28663	5996
1654	28674	5977
1655	28685	5958
1656	28697	5940
1657	28708	5921
1658	28721	5903
1659	28734	5885
1660	28745	5866
1661	28755	5847
1662	28765	5829
1663	28777	5810
1664	28788	5792
1665	28799	5773
1666	28811	5755
1667	28823	5737
1668	28835	5718
1669	28848	5700
1670	28860	5682
